file,language,index,word,start,end,duration_s
audio_2026-05-30_19-01-35.wav,en,83,new,59.247,59.387,0.14000000000000057
audio_2026-05-30_19-01-35.wav,en,84,permit,59.507,60.008,0.5010000000000048
audio_2026-05-30_19-01-35.wav,en,85,today,60.168,60.548,0.38000000000000256
audio_2026-05-30_19-01-35.wav,en,86,the,63.269,63.389,0.12000000000000455
audio_2026-05-30_19-01-35.wav,en,87,contract,63.449,64.209,0.7600000000000051
audio_2026-05-30_19-01-35.wav,en,88,was,64.45,64.61,0.1599999999999966
audio_2026-05-30_19-01-35.wav,en,89,signed,64.69,65.11,0.4200000000000017
audio_2026-05-30_19-01-35.wav,en,90,please,68.051,68.371,0.3199999999999932
audio_2026-05-30_19-01-35.wav,en,91,contract,68.451,69.132,0.6810000000000116
audio_2026-05-30_19-01-35.wav,en,92,the,69.292,69.432,0.14000000000000057
audio_2026-05-30_19-01-35.wav,en,93,summary,69.472,69.992,0.5200000000000102
audio_2026-05-30_19-01-35.wav,en,94,please,71.453,71.693,0.23999999999999488
audio_2026-05-30_19-01-35.wav,en,95,record,71.753,72.113,0.35999999999999943
audio_2026-05-30_19-01-35.wav,en,96,this,72.133,72.293,0.1600000000000108
audio_2026-05-30_19-01-35.wav,en,97,for,72.313,72.433,0.12000000000000455
audio_2026-05-30_19-01-35.wav,en,98,her,72.493,72.633,0.14000000000000057
audio_2026-05-30_19-01-35.wav,en,99,that's,73.754,73.974,0.21999999999999886
audio_2026-05-30_19-01-35.wav,en,100,a,74.014,74.034,0.020000000000010232
audio_2026-05-30_19-01-35.wav,en,101,record,74.134,74.514,0.37999999999999545
audio_2026-05-30_19-01-35.wav,en,102,for,74.574,74.694,0.12000000000000455
audio_2026-05-30_19-01-35.wav,en,103,her,74.754,74.934,0.1799999999999926
audio_2026-05-30_19-01-35.wav,en,104,john,77.115,77.375,0.2600000000000051
audio_2026-05-30_19-01-35.wav,en,105,bought,77.415,77.615,0.19999999999998863
audio_2026-05-30_19-01-35.wav,en,106,a,77.635,77.675,0.03999999999999204
audio_2026-05-30_19-01-35.wav,en,107,new,77.715,77.855,0.14000000000000057
audio_2026-05-30_19-01-35.wav,en,108,car,77.956,78.256,0.29999999999999716
audio_2026-05-30_19-01-35.wav,en,109,yesterday,78.296,78.976,0.6799999999999926
audio_2026-05-30_19-01-35.wav,en,110,john,80.377,80.597,0.21999999999999886
audio_2026-05-30_19-01-35.wav,en,111,bought,80.617,80.797,0.1799999999999926
audio_2026-05-30_19-01-35.wav,en,112,a,80.817,80.857,0.04000000000000625
audio_2026-05-30_19-01-35.wav,en,113,new,80.897,81.017,0.11999999999999034
audio_2026-05-30_19-01-35.wav,en,114,car,81.117,81.377,0.2599999999999909
audio_2026-05-30_19-01-35.wav,en,115,yesterday,81.417,81.977,0.5600000000000023
audio_2026-05-30_19-01-35.wav,en,116,did,83.458,83.618,0.1599999999999966
audio_2026-05-30_19-01-35.wav,en,117,john,83.638,83.898,0.2599999999999909
audio_2026-05-30_19-01-35.wav,en,118,buy,83.958,84.158,0.20000000000000284
audio_2026-05-30_19-01-35.wav,en,119,a,84.178,84.198,0.01999999999999602
audio_2026-05-30_19-01-35.wav,en,120,new,84.278,84.418,0.14000000000000057
audio_2026-05-30_19-01-35.wav,en,121,bike,84.498,84.859,0.36099999999999
audio_2026-05-30_19-01-35.wav,en,122,yesterday,85.059,85.539,0.480000000000004
audio_2026-05-30_19-01-35.wav,en,123,no,87.523,87.683,0.1600000000000108
audio_2026-05-30_19-01-35.wav,en,124,you,87.703,87.803,0.09999999999999432
audio_2026-05-30_19-01-35.wav,en,125,bought,87.823,87.983,0.1600000000000108
audio_2026-05-30_19-01-35.wav,en,126,a,88.003,88.043,0.04000000000000625
audio_2026-05-30_19-01-35.wav,en,127,new,88.083,88.223,0.14000000000000057
audio_2026-05-30_19-01-35.wav,en,128,car,88.303,88.564,0.2609999999999957
audio_2026-05-30_19-01-35.wav,en,129,yesterday,88.604,89.184,0.5799999999999983
audio_2026-05-30_19-01-35.wav,en,130,who,91.485,91.625,0.14000000000000057
audio_2026-05-30_19-01-35.wav,en,131,bought,91.665,91.825,0.1599999999999966
audio_2026-05-30_19-01-35.wav,en,132,a,91.865,91.885,0.020000000000010232
audio_2026-05-30_19-01-35.wav,en,133,new,91.925,92.065,0.14000000000000057
audio_2026-05-30_19-01-35.wav,en,134,car,92.105,92.306,0.2009999999999934
audio_2026-05-30_19-01-35.wav,en,135,yesterday,92.326,92.866,0.5400000000000063
audio_2026-05-30_19-01-35.wav,en,136,john,94.167,94.427,0.2600000000000051
audio_2026-05-30_19-01-35.wav,en,137,bought,94.467,94.667,0.20000000000000284
audio_2026-05-30_19-01-35.wav,en,138,a,94.707,94.727,0.020000000000010232
audio_2026-05-30_19-01-35.wav,en,139,new,94.767,94.907,0.14000000000000057
audio_2026-05-30_19-01-35.wav,en,140,car,94.967,95.147,0.18000000000000682
audio_2026-05-30_19-01-35.wav,en,141,yesterday,95.187,95.727,0.5400000000000063
audio_2026-05-30_19-01-35.wav,en,142,did,96.868,97.008,0.14000000000000057
audio_2026-05-30_19-01-35.wav,en,143,mary,97.048,97.248,0.20000000000000284
audio_2026-05-30_19-01-35.wav,en,144,buy,97.288,97.428,0.14000000000000057
audio_2026-05-30_19-01-35.wav,en,145,a,97.468,97.528,0.060000000000002274
audio_2026-05-30_19-01-35.wav,en,146,car,97.588,97.788,0.20000000000000284
audio_2026-05-30_19-01-35.wav,en,147,yesterday,97.808,98.329,0.5209999999999866
audio_2026-05-30_19-01-35.wav,en,148,no,99.129,99.329,0.19999999999998863
audio_2026-05-30_19-01-35.wav,en,149,john,99.449,99.77,0.32099999999999795
audio_2026-05-30_19-01-35.wav,en,150,bought,99.81,100.01,0.20000000000000284
audio_2026-05-30_19-01-35.wav,en,151,a,100.05,100.09,0.04000000000000625
audio_2026-05-30_19-01-35.wav,en,152,new,100.13,100.25,0.12000000000000455
audio_2026-05-30_19-01-35.wav,en,153,car,100.31,100.51,0.20000000000000284
audio_2026-05-30_19-01-35.wav,en,154,yesterday,100.55,101.11,0.5600000000000023
audio_2026-05-30_19-01-35.wav,en,155,as,102.351,102.511,0.1599999999999966
audio_2026-05-30_19-01-35.wav,en,156,for,102.531,102.651,0.11999999999999034
audio_2026-05-30_19-01-35.wav,en,157,the,102.671,102.751,0.0799999999999983
audio_2026-05-30_19-01-35.wav,en,158,car,102.791,103.031,0.2400000000000091
audio_2026-05-30_19-01-35.wav,en,159,who,103.091,103.231,0.14000000000000057
audio_2026-05-30_19-01-35.wav,en,160,bought,103.271,103.511,0.23999999999999488
audio_2026-05-30_19-01-35.wav,en,161,it,103.551,103.632,0.08100000000000307
audio_2026-05-30_19-01-35.wav,en,162,only,104.932,105.192,0.2599999999999909
audio_2026-05-30_19-01-35.wav,en,163,john,105.292,105.653,0.3610000000000042
audio_2026-05-30_19-01-35.wav,en,164,called,105.733,105.993,0.2599999999999909
audio_2026-05-30_19-01-35.wav,en,165,maria,106.033,106.473,0.4399999999999977
audio_2026-05-30_19-01-35.wav,en,166,john,108.034,108.274,0.23999999999999488
audio_2026-05-30_19-01-35.wav,en,167,only,108.334,108.534,0.20000000000000284
audio_2026-05-30_19-01-35.wav,en,168,called,108.634,108.954,0.3199999999999932
audio_2026-05-30_19-01-35.wav,en,169,maria,109.014,109.435,0.4210000000000065
audio_2026-05-30_19-01-35.wav,en,170,john,111.296,111.556,0.2599999999999909
audio_2026-05-30_19-01-35.wav,en,171,called,111.616,111.916,0.29999999999999716
audio_2026-05-30_19-01-35.wav,en,172,only,112.096,112.276,0.1799999999999926
audio_2026-05-30_19-01-35.wav,en,173,maria,112.336,112.796,0.46000000000000796
audio_2026-05-30_19-01-35.wav,en,174,even,114.317,114.517,0.20000000000000284
audio_2026-05-30_19-01-35.wav,en,175,john,114.577,114.857,0.28000000000000114
audio_2026-05-30_19-01-35.wav,en,176,passed,114.917,115.198,0.2809999999999917
audio_2026-05-30_19-01-35.wav,en,177,the,115.218,115.318,0.09999999999999432
audio_2026-05-30_19-01-35.wav,en,178,test,115.358,115.718,0.35999999999999943
audio_2026-05-30_19-01-35.wav,en,179,john,117.355,117.615,0.2599999999999909
audio_2026-05-30_19-01-35.wav,en,180,even,117.695,117.895,0.20000000000000284
audio_2026-05-30_19-01-35.wav,en,181,passed,117.955,118.295,0.3400000000000034
audio_2026-05-30_19-01-35.wav,en,182,the,118.355,118.456,0.10099999999999909
audio_2026-05-30_19-01-35.wav,en,183,test,118.476,118.856,0.37999999999999545
audio_2026-05-30_19-01-35.wav,en,184,many,119.456,119.696,0.23999999999999488
audio_2026-05-30_19-01-35.wav,en,185,students,119.776,120.236,0.46000000000000796
audio_2026-05-30_19-01-35.wav,en,186,solved,120.476,120.737,0.2609999999999957
audio_2026-05-30_19-01-35.wav,en,187,the,120.777,120.857,0.0799999999999983
audio_2026-05-30_19-01-35.wav,en,188,test,120.897,121.237,0.3399999999999892
audio_2026-05-30_19-01-35.wav,en,189,many,123.318,123.558,0.2400000000000091
audio_2026-05-30_19-01-35.wav,en,190,students,123.598,123.918,0.3200000000000074
audio_2026-05-30_19-01-35.wav,en,191,solved,124.058,124.398,0.3399999999999892
audio_2026-05-30_19-01-35.wav,en,192,the,124.458,124.538,0.0799999999999983
audio_2026-05-30_19-01-35.wav,en,193,test,124.578,124.938,0.35999999999999943
audio_2026-05-30_19-01-35.wav,en,194,you,127.259,127.46,0.2009999999999934
audio_2026-05-30_19-01-35.wav,en,195,finished,127.48,127.76,0.28000000000000114
audio_2026-05-30_19-01-35.wav,en,196,the,127.8,127.88,0.0799999999999983
audio_2026-05-30_19-01-35.wav,en,197,report,127.92,128.36,0.44000000000001194
audio_2026-05-30_19-01-35.wav,en,198,you,129.34,129.521,0.18099999999998317
audio_2026-05-30_19-01-35.wav,en,199,finished,129.561,129.841,0.28000000000000114
audio_2026-05-30_19-01-35.wav,en,200,the,129.861,129.961,0.10000000000002274
audio_2026-05-30_19-01-35.wav,en,201,report,130.001,130.521,0.5199999999999818
audio_2026-05-30_19-01-35.wav,en,202,you,132.062,132.222,0.1599999999999966
audio_2026-05-30_19-01-35.wav,en,203,finished,132.242,132.522,0.28000000000000114
audio_2026-05-30_19-01-35.wav,en,204,the,132.542,132.642,0.09999999999999432
audio_2026-05-30_19-01-35.wav,en,205,report,132.682,133.082,0.4000000000000057
audio_2026-05-30_19-01-35.wav,en,206,didn't,133.162,133.522,0.3599999999999852
audio_2026-05-30_19-01-35.wav,en,207,you,133.562,133.782,0.21999999999999886
audio_2026-05-30_19-01-35.wav,en,208,you,135.323,135.483,0.1599999999999966
audio_2026-05-30_19-01-35.wav,en,209,finished,135.503,135.763,0.2600000000000193
audio_2026-05-30_19-01-35.wav,en,210,the,135.783,135.843,0.060000000000002274
audio_2026-05-30_19-01-35.wav,en,211,report,135.883,136.204,0.32099999999999795
audio_2026-05-30_19-01-35.wav,en,212,didn't,136.224,136.484,0.2600000000000193
audio_2026-05-30_19-01-35.wav,en,213,you,136.504,136.664,0.1599999999999966
audio_2026-05-30_19-01-35.wav,en,214,you,138.905,139.065,0.1599999999999966
audio_2026-05-30_19-01-35.wav,en,215,finished,139.105,139.365,0.2600000000000193
audio_2026-05-30_19-01-35.wav,en,216,the,139.385,139.465,0.0800000000000125
audio_2026-05-30_19-01-35.wav,en,217,report,139.505,139.825,0.3199999999999932
audio_2026-05-30_19-01-35.wav,en,218,didn't,139.865,140.085,0.21999999999999886
audio_2026-05-30_19-01-35.wav,en,219,you,140.125,140.325,0.19999999999998863
audio_2026-05-30_19-01-35.wav,en,220,who,142.406,142.506,0.09999999999999432
audio_2026-05-30_19-01-35.wav,en,221,are,142.566,142.666,0.09999999999999432
audio_2026-05-30_19-01-35.wav,en,222,you,142.686,142.786,0.09999999999999432
audio_2026-05-30_19-01-35.wav,en,223,meeting,142.806,143.087,0.2809999999999775
audio_2026-05-30_19-01-35.wav,en,224,you're,145.268,145.428,0.1599999999999966
audio_2026-05-30_19-01-35.wav,en,225,meeting,145.448,145.668,0.21999999999999886
audio_2026-05-30_19-01-35.wav,en,226,who,145.808,146.048,0.2400000000000091
audio_2026-05-30_19-01-35.wav,en,227,who,147.778,147.878,0.09999999999999432
audio_2026-05-30_19-01-35.wav,en,228,are,147.918,148.018,0.09999999999999432
audio_2026-05-30_19-01-35.wav,en,229,you,148.058,148.138,0.0800000000000125
audio_2026-05-30_19-01-35.wav,en,230,meeting,148.218,148.578,0.36000000000001364
audio_2026-05-30_19-01-35.wav,en,231,at,148.678,148.758,0.0800000000000125
audio_2026-05-30_19-01-35.wav,en,232,noon,148.818,149.078,0.2599999999999909
audio_2026-05-30_19-01-35.wav,en,233,you're,150.419,150.559,0.13999999999998636
audio_2026-05-30_19-01-35.wav,en,234,meeting,150.579,150.819,0.23999999999998067
audio_2026-05-30_19-01-35.wav,en,235,who,150.899,151.079,0.18000000000000682
audio_2026-05-30_19-01-35.wav,en,236,at,151.139,151.219,0.07999999999998408
audio_2026-05-30_19-01-35.wav,en,237,noon,151.259,151.479,0.22000000000002728
audio_2026-05-30_19-01-35.wav,en,238,you're,153.3,153.44,0.13999999999998636
audio_2026-05-30_19-01-35.wav,en,239,meeting,153.46,153.72,0.2599999999999909
audio_2026-05-30_19-01-35.wav,en,240,who,153.84,154.14,0.29999999999998295
audio_2026-05-30_19-01-35.wav,en,241,at,154.3,154.4,0.09999999999999432
audio_2026-05-30_19-01-35.wav,en,242,noon,154.46,154.7,0.23999999999998067
audio_2026-05-30_19-01-35.wav,en,243,do,159.982,160.062,0.0800000000000125
audio_2026-05-30_19-01-35.wav,en,244,you,160.102,160.202,0.09999999999999432
audio_2026-05-30_19-01-35.wav,en,245,want,160.242,160.403,0.16100000000000136
audio_2026-05-30_19-01-35.wav,en,246,tea,160.483,160.643,0.1599999999999966
audio_2026-05-30_19-01-35.wav,en,247,or,160.683,160.783,0.09999999999999432
audio_2026-05-30_19-01-35.wav,en,248,coffee,160.863,161.383,0.5200000000000102
audio_2026-05-30_19-01-35.wav,en,249,do,162.863,162.923,0.060000000000002274
audio_2026-05-30_19-01-35.wav,en,250,you,162.963,163.063,0.09999999999999432
audio_2026-05-30_19-01-35.wav,en,251,want,163.103,163.284,0.18099999999998317
audio_2026-05-30_19-01-35.wav,en,252,tea,163.444,163.764,0.3200000000000216
audio_2026-05-30_19-01-35.wav,en,253,or,163.984,164.084,0.09999999999999432
audio_2026-05-30_19-01-35.wav,en,254,coffee,164.164,164.704,0.5400000000000205
audio_2026-05-30_19-01-35.wav,en,255,do,166.405,166.485,0.0800000000000125
audio_2026-05-30_19-01-35.wav,en,256,you,166.525,166.585,0.060000000000002274
audio_2026-05-30_19-01-35.wav,en,257,want,166.625,166.785,0.1599999999999966
audio_2026-05-30_19-01-35.wav,en,258,tea,166.885,167.205,0.3200000000000216
audio_2026-05-30_19-01-35.wav,en,259,or,167.325,167.425,0.10000000000002274
audio_2026-05-30_19-01-35.wav,en,260,coffee,167.505,168.045,0.539999999999992
audio_2026-05-30_19-01-35.wav,en,261,or,168.225,168.385,0.1599999999999966
audio_2026-05-30_19-01-35.wav,en,262,that,168.946,169.086,0.14000000000001478
audio_2026-05-30_19-01-35.wav,en,263,was,169.126,169.226,0.09999999999999432
audio_2026-05-30_19-01-35.wav,en,264,incredibly,169.266,169.806,0.5400000000000205
audio_2026-05-30_19-01-35.wav,en,265,good,169.846,170.106,0.2599999999999909
audio_2026-05-30_19-01-35.wav,en,266,that,171.466,171.606,0.13999999999998636
audio_2026-05-30_19-01-35.wav,en,267,was,171.646,171.767,0.12100000000000932
audio_2026-05-30_19-01-35.wav,en,268,incredibly,171.807,172.327,0.5200000000000102
audio_2026-05-30_19-01-35.wav,en,269,good,172.487,172.787,0.30000000000001137
audio_2026-05-30_19-01-35.wav,en,270,it's,177.38,177.52,0.14000000000001478
audio_2026-05-30_19-01-35.wav,en,271,so,177.58,177.72,0.13999999999998636
audio_2026-05-30_19-01-35.wav,en,272,nice,177.78,178.12,0.3400000000000034
audio_2026-05-30_19-01-35.wav,en,273,it's,179.621,179.801,0.1799999999999784
audio_2026-05-30_19-01-35.wav,en,274,so,179.961,180.181,0.21999999999999886
audio_2026-05-30_19-01-35.wav,en,275,nice,180.261,180.641,0.37999999999999545
audio_2026-05-30_19-01-35.wav,en,276,as,182.621,182.721,0.09999999999999432
audio_2026-05-30_19-01-35.wav,en,277,for,182.781,182.882,0.10099999999999909
audio_2026-05-30_19-01-35.wav,en,278,the,182.922,182.982,0.060000000000002274
audio_2026-05-30_19-01-35.wav,en,279,weather,183.042,183.382,0.3400000000000034
audio_2026-05-30_19-01-35.wav,en,280,it's,183.602,183.742,0.13999999999998636
audio_2026-05-30_19-01-35.wav,en,281,getting,183.762,184.022,0.2599999999999909
audio_2026-05-30_19-01-35.wav,en,282,cold,184.222,184.682,0.45999999999997954
audio_2026-05-30_19-01-35.wav,en,283,john,185.782,186.142,0.3599999999999852
audio_2026-05-30_19-01-35.wav,en,284,i,186.302,186.362,0.060000000000002274
audio_2026-05-30_19-01-35.wav,en,285,like,186.402,186.603,0.20100000000002183
audio_2026-05-30_19-01-35.wav,en,286,very,186.643,186.883,0.2400000000000091
audio_2026-05-30_19-01-35.wav,en,287,much,186.923,187.183,0.2599999999999909
audio_2026-05-30_19-01-35.wav,en,288,mary,187.603,187.983,0.37999999999999545
audio_2026-05-30_19-01-35.wav,en,289,i,188.003,188.023,0.020000000000010232
audio_2026-05-30_19-01-35.wav,en,290,don't,188.483,188.723,0.2400000000000091
audio_2026-05-30_19-01-35.wav,en,291,john,191.304,191.664,0.3599999999999852
audio_2026-05-30_19-01-35.wav,en,292,called,191.764,192.024,0.2599999999999909
audio_2026-05-30_19-01-35.wav,en,293,maria,192.044,192.404,0.3599999999999852
audio_2026-05-30_19-01-35.wav,en,294,too,192.504,195.565,3.061000000000007
audio_2026-05-30_19-01-35.wav,en,295,john,196.885,197.125,0.2400000000000091
audio_2026-05-30_19-01-35.wav,en,296,called,197.185,197.465,0.28000000000000114
audio_2026-05-30_19-01-35.wav,en,297,maria,197.505,197.946,0.4410000000000025
audio_2026-05-30_19-01-35.wav,en,298,too,198.006,198.286,0.28000000000000114
audio_2026-05-30_19-01-35.wav,en,299,john,200.006,200.266,0.2599999999999909
audio_2026-05-30_19-01-35.wav,en,300,called,200.426,200.746,0.3200000000000216
audio_2026-05-30_19-01-35.wav,en,301,maria,200.786,201.186,0.4000000000000057
audio_2026-05-30_19-01-35.wav,en,302,too,201.447,201.707,0.2599999999999909
audio_2026-05-30_19-01-35.wav,en,303,did,202.447,202.587,0.13999999999998636
audio_2026-05-30_19-01-35.wav,en,304,emma,202.707,202.927,0.21999999999999886
audio_2026-05-30_19-01-35.wav,en,305,submit,202.967,203.247,0.28000000000000114
audio_2026-05-30_19-01-35.wav,en,306,the,203.287,203.367,0.07999999999998408
audio_2026-05-30_19-01-35.wav,en,307,draft,203.387,203.767,0.37999999999999545
audio_2026-05-30_19-01-35.wav,en,308,she,205.228,205.368,0.13999999999998636
audio_2026-05-30_19-01-35.wav,en,309,submitted,205.428,205.868,0.4399999999999977
audio_2026-05-30_19-01-35.wav,en,310,it,205.908,205.968,0.060000000000002274
audio_2026-05-30_19-01-35.wav,en,311,yesterday,206.008,206.588,0.5799999999999841
audio_2026-05-30_19-01-35.wav,en,312,she,208.284,208.424,0.14000000000001478
audio_2026-05-30_19-01-35.wav,en,313,submitted,208.484,208.885,0.40099999999998204
audio_2026-05-30_19-01-35.wav,en,314,it,208.905,208.985,0.0800000000000125
audio_2026-05-30_19-01-35.wav,en,315,yesterday,209.045,209.625,0.5800000000000125
audio_2026-05-30_19-01-35.wav,en,316,when,209.645,211.667,2.0219999999999914
audio_2026-05-30_19-01-35.wav,en,317,did,211.687,211.827,0.13999999999998636
audio_2026-05-30_19-01-35.wav,en,318,emma,211.887,212.047,0.1599999999999966
audio_2026-05-30_19-01-35.wav,en,319,submit,212.067,212.387,0.3199999999999932
audio_2026-05-30_19-01-35.wav,en,320,the,212.407,212.487,0.07999999999998408
audio_2026-05-30_19-01-35.wav,en,321,draft,212.507,212.887,0.37999999999999545
audio_2026-05-30_19-01-35.wav,en,322,emma,214.509,214.689,0.18000000000000682
audio_2026-05-30_19-01-35.wav,en,323,submitted,214.709,215.029,0.3199999999999932
audio_2026-05-30_19-01-35.wav,en,324,the,215.069,215.129,0.060000000000002274
audio_2026-05-30_19-01-35.wav,en,325,draft,215.169,215.469,0.29999999999998295
audio_2026-05-30_19-01-35.wav,en,326,yesterday,215.549,216.13,0.5809999999999889
audio_2026-05-30_19-01-35.wav,en,327,we,216.15,216.19,0.03999999999999204
audio_2026-05-30_19-01-35.wav,en,328,need,218.091,218.271,0.1799999999999784
